claims,paper_id
Mispricing is associated with long-run stock returns.,2090
Financial innovation influences expected stock returns.,2091
Limited stock market participation generates a substantial liquidity premium associated with stock returns.,2092
The actions of U.S. Senators are associated with abnormal returns from their common stock investments.,2095
"A portfolio that mimics the purchases of U.S. Senators beats the market, indicating that their actions predict stock returns.",2095
"A portfolio that mimics the sales of Senators lags the market, suggesting that their actions influence stock returns.",2095
"Firms that substantially increase capital investments subsequently achieve negative benchmark-adjusted returns, indicating a negative relationship between capital investments and stock returns.",2096
"Foreigners' flows into several markets show positive feedback trading with respect to global and domestic equity returns, indicating that foreign trading influences stock returns.",2099
The precision of noisy public information affects stock market returns.,2104
The proposed model provides substantially stronger support for the conditional CAPM relative to competing beta models and helps resolve asset pricing anomalies in the cross section of stock returns.,2106
Stock split ex-dates are associated with a positive abnormal return.,2107
Revisions by high ability analysts outperform those by low ability ones and provide an empirical link between evidence on individual decision making and stock market returns.,2108
Acquirers of unlisted targets earn a significant average abnormal return.,2109
The relation between stock returns and innovations in systematic volatility is substantially negative.,2111
There is a negative and significant relation between abnormal accruals and post-issue abnormal returns.,2113
Emerging market currency risk is priced separately from other local risk factors and represents a significant component of equity returns.,2115
Divergence of opinion is positively associated with stock returns.,2116
The introduction of designated dealers is associated with an average cumulative abnormal return of nearly 5% in stocks.,2126
Three latent factors with multivariate stochastic volatility best explain excess returns.,2130
The reward-risk CAPM captures the cross section of U.S. stock returns better than the mean-variance CAPM.,2133
Democratic governance structures are associated with significantly positive abnormal stock returns.,2138
Own segment style inflows positively forecast future stock returns.,2146
Distant segment style inflows forecast negatively stock returns.,2146
Idiosyncratic volatility is inversely related to future stock returns.,2149
Firm efficiency exhibits significant explanatory power for average equity returns.,2151
Real money growth is an additional factor determining stock returns.,2153
Founder-CEO firms influence stock returns.,2155
Investment behavior of founder-CEO firms predicts stock returns.,2155
"An equal-weighted investment strategy in founder-CEO firms would have earned a benchmark-adjusted return, indicating a relationship with stock returns.",2155
"Expected returns based on implied costs of capital increase with world market beta, influencing stock returns.",2156
"Expected returns increase with financial leverage, which is associated with stock returns.",2156
"Expected returns increase with book-to-market ratios, indicating a relationship with stock returns.",2156
"High levels of institutional investment in newly public firms significantly outperform those with low levels, influencing stock returns.",2159
Investors' dynamic style preferences influence stock returns.,2160
Preference shifts across style portfolios are associated with stock returns.,2160
"Stocks with relatively high unconditional expected returns will on average outperform, indicating a relationship with stock returns.",2161
Downside risk has a positive and significant relation with expected stock returns.,2163
Trading volume predicts stock returns.,2165
Information influences stock returns.,2165
Heterogeneity of beliefs has a positive effect on stock returns.,2166
Social influence predicts stock returns.,2170
Investor protection is associated with stock returns.,2171
The short interest rate predicts stock returns.,2172
The term spread predicts stock returns.,2172
The FIFA World Cup effect is associated with stock returns.,2180
The ex ante factors predict stock returns.,2184
The dynamic factor pricing model (DFPM) can better forecast stock returns.,2184
The shape of the volatility smirk has significant predictive power for future equity returns.,2186
Stocks with the steepest volatility smirks underperform stocks with the least pronounced volatility smirks in their options.,2186
Higher first-year post-issue returns are associated with a higher probability of follow-on equity issuance.,2188
Issuing firms with greater mispricing tend to earn lower stock returns.,2190
The volatility of liquidity influences stock returns.,2191
Return dispersion (RD) positively relates to stock returns.,2194
Return dispersion (RD) negatively relates to stock returns.,2194
Predictable returns influence stock returns.,2196
Mutual fund trades forecast stock returns.,2197
Seasonal predictability is associated with stock returns.,2199
Transparency improves stock return synchronicity.,2202
Better information on the state of the economy lowers required excess returns for holding stocks.,2203
Diversification discounts are associated with higher expected returns.,2205
Firms with diversification discounts have higher expected returns to compensate investors for offering less upside potential.,2205
Differences in exposure to skewness are associated with excess returns received on diversification-discount firms.,2205
Weaker governance is associated with significantly larger abnormal returns around announcements of new regulations.,2206
Aggregate mutual fund flows are associated with temporary price pressure that is subsequently corrected.,2209
Mutual fund flows are correlated with market returns.,2209
The conditional covariances of equity portfolios with market and uncertainty predict the variation in stock returns.,2210
Equity portfolios that are highly correlated with economic uncertainty carry a significant premium relative to portfolios that are minimally correlated.,2210
The predictability of stock returns is explained by a bubble model in which expected returns are constant.,2211
Large stock illiquidity is associated with stronger cross-autocorrelations.,2213
The lead from large stock order flows is stronger when large stock spreads are higher.,2213
IPOFDR predicts stock returns.,2216
Changes in IPOFDR help explain the cross section of stock returns.,2216
"The predictive power of IPOFDR reflects its close relation with market variance and average idiosyncratic variance, which are associated with stock returns.",2216
"The model envisages the impact of time constraints on equity premium and volatility, which are associated with risky asset returns.",2218
"Using derivatives is associated with significantly higher value and abnormal returns, which influence stock returns.",2222
Reduction in default risk is a significant factor in explaining the 3-year excess returns following dividend increases and initiations.,2223
MY t predicts stock returns.,2224
DP t explains fluctuations in stock market returns.,2224
EM is a strong determinant of stock returns.,2229
Firms with low EM values have higher subsequent stock returns than firms with high EM values.,2229
Volatility is associated with expected stock returns.,2232
Active institutional investors alleviate the anomalous comovement of stock returns.,2238
The exit of active institutional investors results in a strong price synchronicity effect associated with stock returns.,2238
Dividend growth predicts stock returns.,2246
"Cash flow news contributes importantly to return variability, influencing stock returns.",2246
"Sentiment affects the profitability of momentum strategies, which influences stock returns.",2248
Firms with forecast earnings per share greater than the industry median experience abnormally high future stock returns.,2249
Firms with forecast earnings per share lower than the industry median experience abnormally low future stock returns.,2249
Portfolio distortions of smart investors are associated with superior stock returns.,2251
"A portfolio of stocks with smart investor clientele outperforms the dumb clientele portfolio, indicating a relationship with stock returns.",2251
High stock returns predict low stock returns in the future when ownership dilution occurs through issuance.,2253
"Macroeconomic news about inflation, unemployment, or interest rates is associated with higher stock returns.",2254
The marriage of a member of the controlling family is associated with an increase in the family firm's stock price.,2255
Risk-neutral skewness is negatively related to skewness asset returns.,2259
The asset growth effect is associated with lower risk-adjusted stock returns.,2260
Jumps in daily stock prices are associated with cross-sectional stock return predictability.,2262
The application of a moving average timing strategy generates abnormal returns in high-volatility portfolios.,2263
Analyst disagreement is associated with low future stock returns.,2264
Aggregate volatility risk can explain the abnormal return differential between high- and low-disagreement firms.,2264
The link between analyst disagreement and future stock returns is stronger for firms with high short-sale constraints.,2264
"An unexpected dividend increase generates a positive return and raises the correlation between future dividend growth and consumption growth, which is compensated by a higher expected return.",2269
The cross-sectional difference in expected returns is a key contributor to the momentum effect.,2269
Growth option variables are significantly and negatively related to stock returns.,2270
The interest rate factor drives the explanatory power of the model for stock returns.,2271
Value stocks and past long-term losers enjoy higher average returns because they have higher interest rate risk than growth/past winner stocks.,2271
A less-diversified stock portfolio has a higher expected return.,2272
The variance risk premium predicts aggregate stock market returns.,2273
A global variance risk premium uncovers stronger predictability of stock returns.,2273
Noneconomic factors systematically affect return expectations.,2275
Sports results and general feelings significantly affect predictions of stock returns.,2275
Sufferers from seasonal affective disorder have lower return expectations in the autumn.,2275
Portfolio concentration is positively correlated with abnormal stock returns.,2277
Deviating investments earn relatively high abnormal returns.,2278
Aggregate earnings changes are positively associated with contemporaneous market returns.,2279
The cross-sectional variance of stock returns is a strong predictor for future returns on the aggregate stock market.,2280
Portfolios’ exposures to the aggregate idiosyncratic volatility risk predict the cross section of expected returns.,2280
Variation in dividend yields is related to expected returns.,2282
Firm asset growth rates negatively correlate with subsequent stock returns.,2286
"Funds with a lower sentiment beta (FSB) outperform high-FSB funds, indicating that FSB is associated with stock returns.",2289
The enterprise multiple (EM) predicts the cross section of international returns.,2291
"Implied volatility spread predicts positively on the cumulative abnormal return (CAR), indicating a relationship with stock returns.",2293
A higher relative trading volume of options to stock predicts higher absolute cumulative abnormal returns (CARs).,2293
Momentum portfolios formed from 12 to 7 months prior to the current month deliver higher future returns than momentum portfolios formed from 6 to 2 months prior.,2297
Labor income is associated with the cross section of stock returns.,2309
The negative risk premium is associated with stock returns correlated with local undiversifiable wealth.,2309
Creative destruction risk influences stock returns.,2315
Investor boycott risk is associated with stock returns.,2318
Industrial electricity usage predicts future stock returns.,2319
High industrial electricity usage today predicts low stock returns in the future.,2319
Institutional investment constraints influence stock returns.,2322
New state variables are highly correlated with stock returns.,2325
Short-term interest rates seem to be relevant for explaining several dimensions of cross-sectional equity risk premia.,2331
"A predictable, time-varying equity premium influences stock returns.",2332
The net payout yield produces more accurate forecasts of stock returns.,2333
Buy recommendations generate positive abnormal returns.,2338
Sell recommendations result in negative abnormal returns.,2338
Lottery demand influences stock returns.,2345
Countercyclical fiscal policies lower stock returns.,2350
The multi-factor model captures strong common variation in international stock returns.,2353
Short-selling activities are considerably informative about future stock returns.,2357
"Short sellers bring considerable additional information to the market that is not fully captured by contemporaneous insider trading, which is associated with future stock returns.",2357
Downturns predict significant declines in stock returns.,2366
"Risky stocks are overpriced when sentiment is high, resulting in subsequent returns of -0.9% per month.",2366
Share repurchases are associated with significant positive short- and long-term excess stock returns.,2369
An unobservable factor capturing changes in expected market returns should be priced in the cross section.,2371
Insider silence following a routine sell predicts negative future returns.,2375
Insider silence following a routine buy predicts positive future returns.,2375
Economic activity forecasts of company-relevant regions positively predict cross-sectional stock returns.,2376
The anticipation of union concessions helps explain the excess stock returns around asset sale announcements.,2380
Connections with underwriters predict stock returns.,2384
The higher a departing CEO’s general ability index (GAI) is associated with lower abnormal stock returns to turnover announcements.,2386
Positive stock returns are associated with appointments of generalist successors.,2386
Investor sentiment predicts stock returns.,2394
Global sentiment is associated with stock returns.,2394
Good minus bad volatilities are associated with subsequent portfolio returns.,2395
Greater upside asymmetries imply lower average stock returns.,2396
The 2-factor model explains a large part of observed daily stock market returns.,2400
Expected aggregate earnings changes are negatively correlated with stock returns.,2406
Employee flexibility is associated with superior stock returns for firms exposed to external risk.,2411
Gambling sentiment is associated with positive short-run abnormal returns.,2416
Investor demand for lottery stocks influences stock returns.,2416
Initial public offerings (IPOs) earn higher first day returns due to gambling sentiment.,2416
Foreign-born resident networks are associated with excess return comovement between locally headquartered stocks and American Depositary Receipts (ADRs).,2425
Firm centrality in the input-output trade-flow network influences long-run excess returns following announcements of share buyback authorizations and insider purchases.,2426
CEO trustworthiness is positively related to long-term excess returns.,2435
"More frequent, larger, and more recent debt and equity issues in the prior 3 fiscal years are followed by lower stock returns in the subsequent year.",2438
Changes in technological similarity are a source of mutual fund managers’ ability to garner positive abnormal returns.,2439
The investor attention index predicts the stock market risk premium significantly.,2440
"The higher the degree of institutional ownership in a portfolio, the more time-varying expected returns drive changes in its valuation.",2441
Analysts who change recommendations more slowly generate better portfolio returns.,2443
Speculation sentiment negatively predicts stock returns.,2445
High short interest negatively predicts stock returns during expansions.,2446
The betas of highly shorted stocks are strongly negatively related to future stock returns.,2446
Switches from absolute performance evaluation to relative performance evaluation are followed by a fall in the correlation between firm stock return and industry index return.,2449
Operating growth is positively associated with future stock returns.,2452
Increased focus on ESG influences stock return patterns.,2456
Abnormal returns associated with mispricing signals are greater for stocks held more by SR institutions.,2456
Acquirers’ M&A announcement stock return initially correlates with the previous day’s earnings surprises.,2465
"Funds with more committed capital generate higher value added, which, net of fees, accrues to long-term investors.",2467
The degree of similarity among firms’ financial flexibility forecasts cross-sectional variation in return correlation.,2469
Increased idiosyncratic stock return variation forecasts next-quarter real GDP growth.,2470
An exogenous increase in foreign attention preceding a scheduled monetary policy rate announcement raises preannouncement stock returns.,2472
Novel measures of stock-level demand constructed using proportional reinvestments by mutual funds predict abnormal returns.,2473
Aggregate stock returns predict aggregate U.S. employment.,2476
Appropriately reweighted stock returns predict industry and local labor market outcomes.,2476
Product demand shocks are more important drivers of industry- and city-level stock returns than technology shocks.,2476
The aggregate positions of money managers can predict the cross section of commodity producers’ stock returns.,2477
An empirical proxy for ex ante takeover exposure positively relates to cross-sectional expected returns.,2478
The predictability of stock returns is positively related to the firms’ sensitivities to volatility risk.,2479
Regime-shift risk exhibits dominant influence on asset prices and generates a high equity premium.,2481
The model explains the stronger predictability of stock returns during recessions.,2481
Shocks to the proposed discount rate measure account for nearly half of historical market return variation.,2486
The proposed discount rate measure delivers out-of-sample predictability that exceeds that afforded by other expected return measures.,2486
ETF ownership is associated with better long-run stock returns.,2487
"Antitrust policies seem to deter post-merger monopolistic gains, potentially improving customer welfare and affecting stock returns.",2489
"More regulations disproportionately harm high-growth firms and allow incumbent firms to extract rents, which is associated with higher cumulative abnormal stock returns.",2490
An alignment in partisan affiliation between a firm’s management and the president is associated with lower stock returns.,2492
High board–CEO trust is associated with low acquisition announcement returns.,2497
High board–CEO trust is associated with low long-term stock return performance.,2497
Ambiguity negatively influences stock returns.,2504
The tail risk premium predicts stock returns.,2505
Global interest rate volatility negatively influences stock returns.,2509
Real investments negatively influence future stock returns.,2510
Time-varying market betas predict stock returns.,2512
The macro condition index predicts stock returns.,2515
The macro condition index produces countercyclical equity premium forecasts.,2515
The variance risk premium (VRP) predicts stock returns.,2517
Institutional liquidity costs (ILC) have economically meaningful relations with expected institutional price impacts.,2519
Abnormally frequent investor visits predictably outperform stock returns.,2525
Investor visits convey information about future stock returns.,2525
Governance-related uncertainty accounts for about 10% of stock return volatility when a new director joins.,2538
"Director importance varies with board composition and firm attributes, influencing stock returns.",2538
Cultural heritage influences risk taking in financial markets.,2544
Skewness risk premium is associated with stock returns.,2547
Systematic risk contains important nonlinearities associated with stock returns.,2549
Mean reversion in stock prices predicts stock returns.,2562
Negative autocorrelation in returns is associated with stock returns.,2562
Predictable variation due to mean reversion accounts for large fractions of stock returns.,2562
Changes in expected monetary growth alter expected real equity returns.,2573
Changes in monetary uncertainty alter the equity risk premium.,2573
Risk aversion influences stock returns.,2579
Intertemporal substitution is associated with stock returns.,2579
Insider trading causes stock prices to better reflect information.,2586
Insider trading is associated with higher expected real investment.,2586
Informational trading and noninformational trading lead to different dynamic relations between trading volume and stock returns.,2592
The volume of trade is associated with stock returns around public announcements.,2604
Returns on physical investment predict stock returns.,2611
Risk levels are changed toward the end of the year in a manner consistent with incentives influencing stock returns.,2623
Consumption growth influences stock returns.,2630
Risk premia are associated with stock returns.,2630
Press reports of investigations of fraud are associated with negative average abnormal returns in the stocks of affected firms.,2631
The percentage of the firm's revenues that derive from government contracts is associated with stock returns.,2631
Effort influences stock returns.,2633
The log consumption-wealth ratio predicts stock returns.,2644
The conditional consumption CAPM can account for the difference in stock returns between low-book-to-market and high-book-to-market portfolios.,2644
The sex ratio in the marriage market affects labor supply behavior and the decision process in the directions predicted by the theory.,2646
Divorce laws deemed favorable to women affect labor supply behavior and the decision process in the directions predicted by the theory.,2646
The consumption growth of shareholders is more highly correlated with excess returns to shares.,2649
Dynamic redistribution of wealth among agents leads to countercyclical time variation in the Sharpe ratio of stock returns.,2650
The conditional risk premium is negatively related to the level of stock prices.,2650
Marketwide liquidity predicts stock returns.,2653
High sensitivities to liquidity are associated with higher expected stock returns.,2653
Firm characteristics such as size and book-to-market predict stock returns.,2656
"Fund flows rationally respond to past performance, which is associated with stock returns.",2665
"The flow‐performance relationship is consistent with high average levels of skills and considerable heterogeneity across managers, influencing stock returns.",2665
External imbalances predict net foreign portfolio returns one quarter to two years ahead.,2679
The cash flows and stock returns of durable-good producers are exposed to higher systematic risk.,2690
An investment strategy that is long on the durable-good portfolio and short on the service portfolio earns a risk premium exceeding 4 percent annually.,2690
An investment strategy that is long on the durable-good portfolio and short on the market portfolio earns a countercyclical risk premium.,2690
Investment shocks influence stock returns.,2698
A 10 percentage point increase in the firm's hiring rate is associated with a 1.5 percentage point decrease in the firm's annual risk premium.,2705
A one standard deviation decrease in a country’s median age increases new business formation by 2.5 percentage points.,2709
The power law in consumption and its growth rate is associated with spurious nonrejection of heterogeneous-agent asset pricing models in explaining the equity premium.,2715
Inequality among agents can give rise to a high risk premium on the aggregate stock market.,2736
Return comovement is associated with the asymmetric distribution of benefits from technological innovation.,2736
Average return differences among firms are influenced by the inequality in the benefits of technological innovation.,2736
Genetic endowments linked to educational attainment predict wealth at retirement.,2737
"Higher productivity generates more matches and larger market shares among customers, which influences stock returns.",2752
"Higher relationship capability generates more customers and higher sales, which is associated with stock returns.",2752
Consumption growth uncertainty influences asset returns.,2757
Long-term expected earnings growth predicts stock returns.,2763
A reallocation of rewards to shareholders is associated with stock returns.,2770
Neglect of earnings components causes stock returns.,2775
Earnings- and accruals-related patterns of return predictability are associated with stock returns.,2775
Past performance predicts future stock returns.,2779
Firms taking anti-shorting actions have low abnormal stock returns.,2781
Industry-selection skill drives persistence in relative stock returns.,2783
The Amihud measure of illiquidity is associated with stock returns.,2788
The down-day element of the Amihud measure commands a return premium associated with stock returns.,2788
A sidedness variable is associated with a more significant return premium than other components of the Amihud measure for stock returns.,2788
Implied volatility spreads between call and put options are positively related to future underlying stock returns.,2795
Ambiguity is priced in the cross-section of average stock returns.,2801
Risky returns are higher in fall/winter and lower or stable in spring/summer.,2803
There is a positive and significant relation between hybrid tail covariance risk and expected stock returns.,2809
Price-dividend ratio factors predict future consumption and stock dividends.,2816
The covariance of returns with innovations in price-dividend ratio factors explains the cross-section of average returns of several stock portfolios.,2816
Stocks with strong crash sensitivity deliver average returns of more than 7% p.a. higher than stocks with weak crash sensitivity.,2828
Speed of information dissemination within mutual fund families positively affects stock returns.,2841
Aggregate volatility-of-volatility is associated with a decrease in average annual returns.,2849
Funding liquidity is correlated with stock returns.,2858
Our measure of funding liquidity delivers a positive risk premium that cannot be explained by existing risk factors.,2858
Firm characteristics are associated with expected stock returns.,2859
The low-frequency component of the aggregate dividend yield significantly forecasts long-horizon market returns.,2863
A one-standard-deviation increase in GeoCOVID is associated with a decrease in abnormal returns.,2870
"The SRI constraint is much costlier for investors who believe in pricing models that associate higher returns with exposures to size, value, and momentum factors.",2879
An SRI/ESG constraint is especially binding for investors wishing to tilt toward value or small-cap funds.,2879
Positive sentiment in corporate annual reports predicts abnormal returns.,2880
Negative sentiment in corporate annual reports predicts abnormal returns.,2880
The net purchases of skilled versus unskilled investors predict monthly market returns.,2882
Operating leverage positively predicts stock returns.,2889
Shorting activity on ETFs predicts stock returns.,2893
Stocks heavily shorted via their holding ETFs underperform those that are lightly shorted.,2893
High-level marketing capability predicts stock returns.,2894
Higher government sales dependency predicts positive future returns.,2900
A GD-weighted portfolio substantially improves the tangency portfolio’s ex post Sharpe ratio.,2900
Labor mobility predicts stock returns.,2908
The intensity of competition in firms’ product market potentially drives the positive labor mobility-return relation.,2908
Short interest significantly and negatively predicts aggregate stock returns.,2913
Entropy risk premium indicates the hedging cost against changes in risks associated with all moments of the return’s distribution and carries economically significant information for the cross-section of returns.,2914
Firm-level political risk negatively influences future delta-hedged equity option returns.,2919
The ratio of cash-based operating profitability to price (COP/P) predicts stock returns.,2920
Oil price changes are associated with stock returns.,2921
Regulatory operating leverage predicts stock returns.,2923
The ICAPM has strong out-of-sample predictive power for equity returns.,2927
Systematic skewness has significant additional explanatory power in explaining stock returns.,2931
Skewness preference is an important determinant of expected stock returns.,2931
Firm characteristics predict international stock returns.,2939
Market-specific training enhances the predictability of stock returns.,2939
Adding U.S. firm characteristics improves the return predictability of international stocks.,2939
Private information measures predict return volatility.,2940
Market price of risk estimates strongly predict the excess return of risk-targeting portfolios.,2942
Trends used for monetary policy guidance are effective in predicting market excess returns.,2943
Moving-average trends outperform current values in forecasting market returns.,2943
Market overreaction influences stock returns.,2951
Lower transacting stocks exhibit stronger return reversals associated with stock returns.,2951
Web traffic is significantly positively priced with respect to stock returns.,2964
Ambiguity aversion raises the equity premium.,2977
Ambiguity aversion lowers interest rates.,2977
Perceived familiarity with local and domestic securities is associated with higher investment in such securities.,2980
Return forecasts of individual investors are significantly higher after September 11.,2982
A firm raising its international sales by 10 percent raises the exposure of its stock return to global shocks.,2989
Explicit buy recommendations for stocks published by German Personal Finance Magazines earn significant abnormal returns.,2993
"Fraud firms have significantly greater incentives from unrestricted stockholdings than control firms do, which influences stock returns.",3003
US news affects Portuguese stock market returns.,3005
Portuguese macroeconomic news lowers stock market co-movement.,3005
Simple trading rules produce abnormal returns of up to almost 10% per annum adjusted for systematic risk.,3008
"Investors adjust their portfolio composition as distance from a company they invest in changes, which influences stock returns.",3011
"Investors abnormally increase their ownership in companies closer to their new location, which provides them with higher risk-adjusted returns.",3011
Operating leverage predicts stock returns.,3020
Differences in operating leverage give rise to expected return differences.,3020
Trust may drive stock market participation.,3022
Stocks exhibiting high correlations with the benchmark have significantly lower returns than stocks with low correlations.,3023
Inflation is associated with positive abnormal returns on dividend-announcement days.,3032
Higher inflation is associated with higher positive abnormal returns.,3032
Higher leverage is associated with higher positive abnormal returns.,3032
Better governance is associated with higher abnormal returns.,3043
Higher transparency is associated with larger abnormal returns.,3043
Net foreign flows predict stock returns.,3049
Firms' repurchase activity is followed by a positive and significant abnormal return.,3050
Signed small trade turnover negatively correlates with stock returns.,3054
Changes in consumption volatility are the key driver for explaining major asset pricing anomalies across risk horizons.,3055
Investor sentiment is associated with stock returns.,3063
Dividend growth predicts stock returns.,3069
"When dividend growth is less predictable, stock returns are significantly predictable.",3069
Money flows into investment products are positively related to their return performance.,3070
The end result of major sporting events affects next day stock returns.,3076
Investor mood shifts during soccer matches affect stock returns.,3076
Firms' asset growth rates predict idiosyncratic stock return volatility.,3077
Higher dispersion in asset growth rates predicts higher average idiosyncratic return volatility.,3077
The returns of stocks with geographically distant owners are more exposed to changes in aggregate market volatility.,3078
The moneyness of the export option has a positive impact on the exchange rate exposure.,3081
The model detects a significantly positive and convex exposure for 40% and 65% of the firms depending on whether the market return is included in the regression or not.,3081
Negative picks strongly predict future stock price declines.,3084
Firms’ R&D activities can predict the stock returns of their industry peers.,3086
Industry peers experience positive abnormal returns despite having no aggressive R&D growth.,3086
Abnormal turnover ratio (ATR) negatively predicts future stock returns.,3087
Stocks with momentum predict stock returns.,3090
Stocks that do not contribute to momentum profits exhibit subsequent reversals associated with stock returns.,3090
Market expectation errors are associated with stock returns.,3092
A financing-based misvaluation factor can explain the return behavior of value-growth strategies associated with stock returns.,3092
The return premium for asymmetric dependence is associated with stock returns.,3094
Cash holdings are positively related to future stock returns when investor sentiment is low.,3095
The state of the economy contains information about stock returns.,3096
Commodity portfolios exhibit predictive power for long-horizon aggregate equity market returns.,3097
The high growth rate of labor hours per worker signals low future stock returns.,3100
"An increase in housing wealth leads to a reduction in household risk aversion, which influences stock returns.",3103
A portfolio strategy based on firms’ foreign sales information yields future returns of more than 10% p.a. globally.,3105
Herding predicts stock returns.,3109
Demand shocks are strongly positively correlated with stock returns.,3112
Supply shocks have a strong negative correlation with stock returns.,3112
Media coverage affects stock returns.,3113
Style-based earnings surprises predict stock returns.,3119
Cross-industry book-to-market ratios contain significant predictive information for stock returns.,3120
Maximum return (MAX) negatively relates to future stock returns for stocks preferred by individual investors.,3121
Aggregate asset growth negatively predicts future market returns.,3126
Expected investment is positively related to stock returns.,3129
Higher profit margins associated with increased concentration are reflected in higher returns to shareholders.,3131
Stocks with high sensitivity to earnings belief shocks have a higher expected return.,3135
Firms with high expected investment growth earn higher expected returns than firms with low expected investment growth.,3137
News extracted from articles can forecast aggregate stock returns.,3138
The dollar-risk factor is associated with stock returns.,3141
The carry-trade-risk factor is associated with stock returns.,3141
Investor attention influences anomaly returns.,3151
High-attention days are associated with higher anomaly returns.,3151
Cryptocurrency adoption influences portfolio riskiness.,3153
Bear betas are negatively correlated with stock returns.,3156
Anticipated disagreement increases the equity premium.,3157
"Political relations are positively correlated with trade, influencing stock returns.",3158
A firm-level measure of expected shell probability (ESP) predicts stock returns.,3162
Carbon emissions are associated with stock returns.,3175
Air pollution negatively affects stock returns.,3183
Blockbuster movie releases predict stock returns.,3192
Blockbuster movie releases are associated with positive stock market returns in the subsequent week.,3192
"Blockbuster movie releases predict lower expected market volatility and risk aversion, which is associated with stock returns.",3192
Corporate donations decrease stock returns.,3193
Forced CEO turnovers are associated with large negative stock returns during the first informational events.,3194
Positive returns follow the first informational events after forced CEO turnovers.,3194
Industry tournament incentives are positively associated with individual financial institutions' stock return volatility.,3196
The log dividend-price ratio is associated with expectations of future log real dividend changes and future real discount rates.,3208
Earnings and dividend announcements on Fridays are associated with negative abnormal returns.,3216
Announcements by smaller firms are associated with more negative returns on the following trading day.,3216
Dividend yields predict stock returns.,3232
Dividend yields predict stock returns.,3233
Excess expected rates of return on securities are associated with a linear combination of the market-portfolio-based capital asset pricing model and the consumption-based CAPM.,3235
The expected instantaneous return of the market portfolio is associated with the relative risk aversion of the representative investor.,3240
Changing expected returns are associated with the betas of industry and size portfolios with the market.,3242
Global economic risks predict stock returns.,3243
Global risk premia are associated with stock returns.,3246
The number of investment analysts following a firm influences stock returns.,3247
S&P 500 trading strategies influence stock returns.,3250
Home bias in equity portfolios is associated with stock returns.,3252
Information surprises influence stock returns.,3256
Strategic trading is associated with stock returns.,3256
Trading has a statistically significant negative effect on stock returns.,3256
Emerging market returns are more likely than developed countries to be influenced by local information.,3264
Delayed reactions to common factors give rise to a size-related lead-lag effect in stock returns.,3268
The announcement of convertible debt issues has a significant positive abnormal return.,3271
There is an abnormal return of 0.45 percent at the announcement of equity issues.,3271
Returns on large equity portfolios may contain a significant predictable component at horizons 3 to 6 years.,3277
Top management turnover announcements are associated with significantly positive abnormal returns.,3278
Excess returns on stocks and other risky assets are predictable.,3282
Statistical model selection criteria confirm the presence of predictability in excess stock returns.,3289
Supply shocks cause a negative relation between stock returns and inflation.,3297
Demand shocks generate a positive relation between stock returns and inflation.,3297
Volatility timing is an important factor in the returns of mutual funds.,3299
Risk aversion functions derived from realized returns are associated with stock returns.,3302
Volatility is weakly related to expected stock returns.,3308
Volatility is negatively related to expected stock returns.,3308
Financial constraints influence stock returns.,3319
The trading strategy of informationally constrained agents is associated with stocks with good past-return performance.,3326
The model implies that a risk premium on a less visible stock is associated with expected equity returns.,3326
Stocks with high returns over the previous 3–12 months predict stock returns over the following 12 months.,3327
Empirical puzzles are associated with portfolios that have average returns that are high relative to their risk.,3330
"Industry, size, and book-to-market factors are associated with momentum in stock returns.",3331
Strategies that buy stocks that have performed relatively well in the past predict significant positive stock returns.,3332
Past returns and public earnings surprises help to predict subsequent stock returns.,3332
Inflation and money growth are significantly correlated with aggregate stock returns.,3334
Real macroeconomic variables are associated with aggregate equity returns.,3334
Fama and French factors predict stock returns.,3336
Higher initial margin requirements are negatively related to stock returns.,3340
Larger excess returns are associated with a higher likelihood of insiders being released from lockup restrictions.,3348
Insiders of firms backed by venture capitalists are associated with a higher likelihood of being released from lockup restrictions.,3348
The size factor helps predict future stock returns.,3350
Regional interest rates are associated with predictable contagion in stock returns.,3353
Conditional stock return volatility is associated with predictable contagion.,3353
The expected excess return on any risky asset is linearly related to the expected excess return on the market portfolio.,3359
The returns on traded index options are relevant for explaining the returns on risky asset portfolios.,3359
Overvalued IPOs provide high first-day returns.,3368
Overvalued IPOs are associated with low long-run risk-adjusted returns.,3368
Robustness increases the equilibrium equity premium.,3370
Poor stock returns are associated with roll-up IPOs.,3371
Higher ownership by the sponsor of the transaction leads to a reduction in performance.,3371
Investment in housing reduces the benefits of equity market participation.,3374
Powerful CEOs influence stock returns.,3377
Heterogeneous beliefs affect stock returns.,3379
Risk seeking behavior can explain stock returns.,3384
Managerial incentives affect the expected rate of return.,3387
Idiosyncratic risk affects the expected rate of return.,3387
The expected return on any risky asset depends explicitly on the asset's coskewness with option returns.,3398
The profitability of pairs trading is linked to the presence of a common factor in the returns.,3399
The level of investor overconfidence and thus trading volume varies with past returns.,3401
Financing frictions provide a common factor that improves the pricing of cross-sectional returns.,3402
Investor sentiment measured using consumer confidence forecasts the returns of small stocks.,3403
The cross section of stock returns reflects a downside risk premium of approximately 6% per annum.,3404
Stocks that covary strongly with the market during market declines have high average returns.,3404
Small-trade imbalances during the formation period significantly affect momentum returns.,3405
The portfolio share allocated to stocks increases with wealth.,3408
The model predicts more conservative portfolios for younger than for middle-aged households.,3408
Innovations in current and future human wealth returns are negatively correlated with innovations in current and future financial asset returns.,3418
